time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
59.000,0.00,-6.250,-6.114,12.8781,99.5768,99.5673,99.0154,100.6636,12.6139
60.000,0.00,-6.250,-6.046,12.8811,99.5852,99.5757,99.0237,101.0000,12.6759
61.000,0.00,-6.250,-6.097,12.8930,99.5935,99.5840,99.0321,101.0000,12.6920
62.000,0.00,-6.250,-6.021,12.9064,99.6019,99.5924,99.0404,101.0000,12.7057
63.000,0.00,-6.250,-6.126,12.8957,99.6102,99.6007,99.0487,101.0000,12.7213
64.000,0.00,0.000,0.213,12.8362,99.6185,99.6090,98.7241,101.0000,12.6493
65.000,0.00,0.000,0.091,12.8299,99.6185,99.6090,96.0571,101.0000,12.6607
66.000,0.00,0.000,0.111,12.8247,99.6185,99.6090,95.8433,101.0000,12.6698
67.000,0.00,0.000,0.218,12.8528,99.6185,99.6090,96.0008,101.0000,12.6774
68.000,0.00,0.000,-0.005,12.8535,99.6185,99.6090,96.4559,101.0000,12.7324
69.000,0.00,0.000,0.190,12.8580,99.6185,99.6090,96.6406,101.0000,12.7613
70.000,0.00,0.000,0.062,12.8542,99.6185,99.6090,96.8732,101.0000,12.8335
71.000,0.00,0.000,0.114,12.8523,99.6185,99.6090,96.4820,100.9701,12.8441
72.000,0.00,0.000,0.031,12.8294,99.6185,99.6090,96.5271,100.7697,12.8463
73.000,0.00,0.000,0.219,12.8343,99.6185,99.6090,96.5069,100.7153,12.8446
74.000,0.00,0.000,0.041,12.8531,99.6185,99.6090,97.2739,100.9179,12.8570
75.000,0.00,0.000,0.256,12.8335,99.6185,99.6090,97.2339,100.8353,12.8538
76.000,0.00,0.000,0.055,12.8705,99.6185,99.6090,97.2798,100.8079,12.8574
77.000,0.00,0.000,0.099,12.8708,99.6185,99.6090,97.5794,100.9568,12.8623
78.000,0.00,0.000,0.156,12.8581,99.6185,99.6090,97.2128,100.6151,12.8541
79.000,0.00,0.000,0.042,12.8382,99.6185,99.6090,97.3010,100.6473,12.8581
80.000,0.00,6.250,6.501,12.7776,99.6185,99.6090,97.3524,100.6214,12.7717
81.000,0.00,6.250,6.451,12.7695,99.6101,99.6003,97.3437,100.5601,12.7690
82.000,0.00,6.250,6.317,12.7531,99.6018,99.5916,97.3350,100.2898,12.7619
83.000,0.00,6.250,6.467,12.7519,99.5935,99.5829,97.3263,100.4901,12.7638
