time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
0.000,0.00,0.000,0.044,12.8934,100.0000,100.0000,100.0000,100.1945,12.8934
1.000,0.00,0.000,0.219,12.8801,100.0000,100.0000,99.5308,101.0000,12.6869
2.000,0.00,0.000,0.239,12.9064,100.0000,100.0000,99.7138,101.0000,12.6949
3.000,0.00,0.000,0.165,12.8795,100.0000,100.0000,99.6412,101.0000,11.0549
4.000,0.00,0.000,-0.012,12.8935,100.0000,100.0000,99.6794,101.0000,11.1296
5.000,0.00,0.000,0.271,12.8947,100.0000,100.0000,99.8628,101.0000,11.1953
6.000,0.00,0.000,0.086,12.9061,100.0000,100.0000,99.8028,101.0000,11.2647
7.000,0.00,0.000,0.046,12.8928,100.0000,100.0000,99.5625,101.0000,11.3294
8.000,0.00,0.000,0.251,12.9069,100.0000,100.0000,99.5858,101.0000,11.3883
9.000,0.00,0.000,0.019,12.8723,100.0000,100.0000,99.7124,101.0000,11.4507
10.000,0.00,0.000,0.025,12.8899,100.0000,100.0000,99.6612,101.0000,11.5075
11.000,0.00,0.000,0.241,12.9026,100.0000,100.0000,99.4855,101.0000,11.5593
12.000,0.00,0.000,0.269,12.8803,100.0000,100.0000,99.6740,101.0000,11.6114
13.000,0.00,0.000,-0.016,12.8847,100.0000,100.0000,99.6037,101.0000,11.6657
14.000,0.00,0.000,0.167,12.8945,100.0000,100.0000,99.7028,101.0000,11.7118
15.000,0.00,0.000,0.144,12.8705,100.0000,100.0000,99.5556,101.0000,11.7587
16.000,0.00,6.250,6.474,12.8142,100.0000,100.0000,99.4480,101.0000,11.7180
17.000,0.00,6.250,6.487,12.8138,99.9904,99.9913,99.4394,100.9904,11.7574
18.000,0.00,6.250,6.419,12.8036,99.9809,99.9826,99.4307,100.9809,11.7963
19.000,0.00,6.250,6.452,12.8018,99.9713,99.9740,99.4220,100.9713,11.8324
20.000,0.00,6.250,6.400,12.7741,99.9618,99.9652,99.4133,100.9618,11.8682
21.000,0.00,6.250,6.349,12.7779,99.9523,99.9566,99.4046,100.9523,11.9025
22.000,0.00,6.250,6.390,12.7874,99.9427,99.9478,99.3959,100.9427,11.9344
23.000,0.00,6.250,6.361,12.7989,99.9332,99.9392,99.3872,100.9332,11.9659
24.000,0.00,6.250,6.481,12.7759,99.9237,99.9305,99.3785,100.9237,11.9941
25.000,0.00,6.250,6.491,12.7934,99.9141,99.9218,99.3698,100.9141,12.0227
26.000,0.00,6.250,6.288,12.7836,99.9046,99.9131,99.3612,100.9046,12.0530
27.000,0.00,6.250,6.266,12.7607,99.8950,99.9044,99.3524,100.9981,11.7538
28.000,0.00,6.250,6.449,12.7657,99.8855,99.8957,99.3438,100.9886,11.7896
29.000,0.00,6.250,6.233,12.7717,99.8760,99.8870,99.3350,100.9790,11.8292
30.000,0.00,6.250,6.522,12.7487,99.8664,99.8784,99.3264,100.9695,11.8607
31.000,0.00,6.250,6.463,12.7685,99.8569,99.8698,99.3178,100.9599,11.8954
32.000,0.00,6.250,6.488,12.7501,99.8474,99.8610,99.3091,100.9504,11.9277
33.000,0.00,6.250,6.247,12.7643,99.8378,99.8524,99.3004,100.9409,11.9622
34.000,0.00,6.250,6.449,12.7390,99.8283,99.8437,99.2918,100.9313,11.9896
35.000,0.00,6.250,6.498,12.7638,99.8188,99.8350,99.2830,100.9218,12.0178
36.000,0.00,6.250,6.331,12.7554,99.8092,99.8262,99.2743,100.9123,12.0478
37.000,0.00,6.250,6.453,12.7626,99.7997,99.8176,99.2656,100.9027,12.0728
38.000,0.00,6.250,6.479,12.7509,99.7901,99.8088,99.2569,100.8932,12.0981
39.000,0.00,6.250,6.368,12.7480,99.7806,99.8002,99.2482,100.8837,12.1242
40.000,0.00,6.250,6.462,12.7482,99.7711,99.7915,99.2395,100.8741,12.1465
41.000,0.00,6.250,6.323,12.7381,99.7615,99.7829,99.2309,100.8646,12.1711
42.000,0.00,6.250,6.270,12.7611,99.7520,99.7742,99.2222,100.8550,12.1936
43.000,0.00,6.250,6.518,12.7426,99.7425,99.7655,99.2135,100.8455,12.2112
44.000,0.00,12.500,12.564,12.6688,99.7329,99.7568,99.2048,100.8359,12.1497
45.000,0.00,12.500,12.627,12.6327,99.7138,99.7389,99.1869,100.8192,12.1648
46.000,0.00,12.500,12.480,12.6330,99.6947,99.7210,99.1690,100.8026,12.1820
47.000,0.00,12.500,12.594,12.6530,99.6757,99.7031,99.1511,100.7859,12.1952
48.000,0.00,12.500,12.621,12.6427,99.6566,99.6852,99.1332,100.7692,12.2089
49.000,0.00,12.500,12.636,12.6243,99.6375,99.6673,99.1154,100.7525,12.2222
50.000,0.00,12.500,12.567,12.6368,99.6184,99.6495,99.0975,100.7358,12.2361
51.000,0.00,12.500,12.541,12.6412,99.5994,99.6316,99.0796,100.7191,12.2490
52.000,0.00,12.500,12.616,12.6255,99.5803,99.6137,99.0617,100.7024,12.2599
53.000,0.00,12.500,12.521,12.6295,99.5612,99.5958,99.0438,100.6857,12.2727
54.000,0.00,12.500,12.591,12.6101,99.5421,99.5779,99.0260,100.6690,12.2828
55.000,0.00,12.500,12.607,12.6261,99.5231,99.5601,99.0081,100.6523,12.2932
56.000,0.00,-6.250,-6.017,12.8816,99.5041,99.5423,98.9903,100.6358,12.5548
57.000,0.00,-6.250,-6.097,12.8882,99.5137,99.5507,98.9987,100.6451,12.5759
58.000,0.00,-6.250,-6.242,12.8880,99.5232,99.5590,99.0070,100.6544,12.5971
59.000,0.00,-6.250,-6.114,12.8776,99.5327,99.5673,99.0154,100.6636,12.6139
60.000,0.00,-6.250,-6.046,12.8806,99.5423,99.5757,99.0237,101.0000,12.6759
61.000,0.00,-6.250,-6.097,12.8925,99.5518,99.5840,99.0321,101.0000,12.6919
62.000,0.00,-6.250,-6.021,12.9059,99.5614,99.5924,99.0404,101.0000,12.7056
63.000,0.00,-6.250,-6.126,12.8952,99.5709,99.6007,99.0487,101.0000,12.7212
64.000,0.00,0.000,0.213,12.8357,99.5804,99.6090,98.7203,101.0000,12.6492
65.000,0.00,0.000,0.091,12.8294,99.5804,99.6090,96.0231,101.0000,12.6606
66.000,0.00,0.000,0.111,12.8242,99.5804,99.6090,95.8057,101.0000,12.6698
67.000,0.00,0.000,0.218,12.8524,99.5804,99.6090,95.9627,101.0000,12.6773
68.000,0.00,0.000,-0.005,12.8531,99.5804,99.6090,96.4178,101.0000,12.7326
69.000,0.00,0.000,0.190,12.8575,99.5804,99.6090,96.6025,101.0000,12.7615
70.000,0.00,0.000,0.062,12.8537,99.5804,99.6090,96.8351,101.0000,12.8332
71.000,0.00,0.000,0.114,12.8519,99.5804,99.6090,96.4439,100.9684,12.8437
72.000,0.00,0.000,0.031,12.8289,99.5804,99.6090,96.4889,100.7681,12.8458
73.000,0.00,0.000,0.219,12.8338,99.5804,99.6090,96.4688,100.7138,12.8441
74.000,0.00,0.000,0.041,12.8526,99.5804,99.6090,97.2358,100.9175,12.8566
75.000,0.00,0.000,0.256,12.8330,99.5804,99.6090,97.1957,100.8338,12.8533
76.000,0.00,0.000,0.055,12.8700,99.5804,99.6090,97.2416,100.8056,12.8570
77.000,0.00,0.000,0.099,12.8703,99.5804,99.6090,97.5412,100.9539,12.8619
78.000,0.00,0.000,0.156,12.8576,99.5804,99.6090,97.1746,100.6115,12.8537
79.000,0.00,0.000,0.042,12.8377,99.5804,99.6090,97.2628,100.6431,12.8576
80.000,0.00,6.250,6.501,12.7771,99.5803,99.6090,97.3142,100.6165,12.7712
81.000,0.00,6.250,6.451,12.7690,99.5708,99.6003,97.3055,100.5541,12.7685
82.000,0.00,6.250,6.317,12.7526,99.5613,99.5916,97.2968,100.2826,12.7614
83.000,0.00,6.250,6.467,12.7514,99.5517,99.5829,97.2881,100.4818,12.7633
84.000,0.00,6.250,6.303,12.7758,99.5422,99.5742,97.2794,100.3570,12.7607
85.000,0.00,6.250,6.397,12.7682,99.5327,99.5656,97.2708,100.5393,12.7630
86.000,0.00,6.250,6.430,12.7480,99.5231,99.5568,97.2621,100.3510,12.7560
87.000,0.00,6.250,6.426,12.7565,99.5136,99.5482,97.2534,100.2632,12.7524
88.000,0.00,6.250,6.493,12.7620,99.5040,99.5395,97.2447,100.4574,12.7558
