time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc
709.000,16.82,32.889,32.885,12.1891,87.0392,88.2620,83.2547,86.9021,12.1770
710.000,18.64,36.678,36.785,12.1231,86.9855,88.2135,83.2063,86.8969,12.1108
711.000,20.45,40.539,40.671,12.0429,86.9259,88.1597,83.1525,86.6294,12.0346
712.000,22.27,44.480,44.610,11.9754,86.8603,88.1005,83.0932,86.4882,11.9607
713.000,24.09,48.506,48.490,11.8996,86.7885,88.0358,83.0285,86.6037,11.8950
714.000,25.91,50.000,50.031,11.8479,86.7116,87.9667,82.9594,86.2084,11.8427
715.000,27.73,50.000,50.205,11.8055,86.6341,87.8973,82.8901,86.0962,11.8192
716.000,29.55,50.000,50.071,11.8169,86.5566,87.8279,82.8206,86.1497,11.8061
717.000,31.36,50.000,50.067,11.7989,86.4791,87.7586,82.7513,85.9787,11.7846
718.000,33.18,50.000,50.035,11.7850,86.4016,87.6892,82.6819,86.0055,11.7706
719.000,35.00,50.000,50.164,11.7510,86.3242,87.6198,82.6125,85.8007,11.7475
720.000,36.67,50.000,50.127,11.7194,86.2467,87.5504,82.5432,85.6960,11.7305
721.000,38.33,50.000,50.015,11.7050,86.1692,87.4811,82.4738,85.6174,11.7161
722.000,40.00,50.000,50.077,11.6991,86.0917,87.4117,82.4045,85.5014,11.6987
723.000,41.67,50.000,50.157,11.6953,86.0142,87.3424,82.3351,85.4653,11.6845
724.000,43.33,50.000,50.033,11.6740,85.9367,87.2730,82.2657,85.3250,11.6699
725.000,45.00,50.000,50.051,11.6676,85.8592,87.2037,82.1964,85.3660,11.6601
726.000,46.67,50.000,50.266,11.6254,85.7818,87.1343,82.1270,85.0813,11.6370
727.000,48.33,50.000,50.178,11.6387,85.7043,87.0649,82.0576,85.2468,11.6338
728.000,50.00,45.773,46.043,11.6640,85.6268,86.9956,81.9883,85.0324,11.6729
729.000,50.00,45.773,46.017,11.6775,85.5565,86.9318,81.9245,85.0927,11.6682
730.000,50.00,45.773,46.033,11.6419,85.4862,86.8681,81.8608,84.9404,11.6561
731.000,50.00,45.773,45.847,11.6265,85.4158,86.8044,81.7971,84.5775,11.6401
732.000,50.00,45.773,46.046,11.6474,85.3455,86.7406,81.7333,84.6246,11.6331
733.000,50.00,45.773,45.989,11.6124,85.2752,86.6769,81.6696,84.4604,11.6227
734.000,50.00,45.773,45.941,11.6267,85.2048,86.6132,81.6059,84.5732,11.6218
735.000,50.00,45.773,45.913,11.6172,85.1345,86.5494,81.5422,84.4153,11.6118
736.000,50.00,45.773,45.999,11.5976,85.0642,86.4857,81.4784,84.2948,11.6018
737.000,50.00,45.773,45.811,11.6139,84.9938,86.4220,81.4147,84.4559,11.6051
738.000,50.00,45.773,46.021,11.6088,84.9235,86.3583,81.3510,84.2680,11.5915
739.000,50.00,45.773,45.996,11.5672,84.8532,86.2946,81.2873,84.0633,11.5809
740.000,50.00,-15.357,-15.196,12.4223,84.7833,86.2313,81.2240,84.1297,12.4055
741.000,48.12,-15.660,-15.429,12.4330,84.8071,86.2527,81.2455,84.5422,12.4492
742.000,46.25,-15.862,-15.853,12.5004,84.8312,86.2742,81.2669,84.7955,12.4892
743.000,44.38,-15.968,-15.950,12.5073,84.8562,86.2960,81.2887,84.7557,12.5138
744.000,42.50,-15.980,-15.719,12.5430,84.8812,86.3179,81.3106,84.7485,12.5341
745.000,40.63,-15.904,-15.639,12.5693,84.9063,86.3397,81.3324,84.7139,12.5546
746.000,38.75,-15.743,-15.734,12.5644,84.9307,86.3612,81.3539,84.6754,12.5763
747.000,36.87,-15.500,-15.229,12.5889,84.9545,86.3827,81.3754,84.7118,12.5914
748.000,35.00,23.354,23.616,12.0795,84.9781,86.4038,81.3965,84.7779,12.0889
749.000,35.00,23.354,23.415,12.1008,84.9423,86.3715,81.3642,84.6023,12.0854
750.000,35.00,23.354,23.410,12.0764,84.9066,86.3392,81.3319,84.5481,12.0834
751.000,35.00,23.354,23.433,12.0845,84.8708,86.3069,81.2997,84.4639,12.0802
752.000,35.00,23.354,23.399,12.0904,84.8350,86.2746,81.2673,84.4328,12.0796
753.000,35.00,23.354,23.345,12.0910,84.7993,86.2423,81.2351,84.4347,12.0805
754.000,35.00,23.354,23.462,12.0605,84.7635,86.2100,81.2027,84.3132,12.0748
755.000,35.00,23.354,23.540,12.0548,84.7277,86.1777,81.1705,84.2200,12.0707
756.000,35.00,23.354,23.598,12.0769,84.6920,86.1454,81.1382,84.2671,12.0716
757.000,35.00,23.354,23.628,12.0616,84.6562,86.1131,81.1059,84.1917,12.0686
758.000,35.00,23.354,23.629,12.0610,84.6205,86.0808,81.0736,84.1906,12.0687
759.000,35.00,23.354,23.343,12.0687,84.5847,86.0485,81.0412,84.1080,12.0698
760.000,35.00,23.354,23.497,12.0855,84.5489,86.0162,81.0090,84.2534,12.0728
761.000,35.00,23.354,23.437,12.0643,84.5132,85.9839,80.9767,83.9492,12.0635
762.000,35.00,23.354,23.568,12.0545,84.4774,85.9517,80.9444,84.1322,12.0682
763.000,35.00,-38.659,-38.425,12.9218,84.4421,85.9199,80.9126,83.8945,12.8975
764.000,31.50,-35.521,-35.446,12.9076,84.4994,85.9712,80.9639,84.4488,12.9063
765.000,28.00,-32.153,-31.914,12.8794,84.5516,86.0180,81.0107,84.4340,12.8854
766.000,24.50,-28.581,-28.547,12.8850,84.5985,86.0600,81.0527,84.6263,12.8709
767.000,21.00,-24.830,-24.813,12.8343,84.6397,86.0969,81.0896,84.7098,12.8449
768.000,17.50,-20.926,-20.703,12.8039,84.6750,86.1285,81.1212,84.7525,12.8096
769.000,14.00,-16.894,-16.684,12.7827,84.7042,86.1546,81.1473,84.7736,12.7720
770.000,10.50,-12.760,-12.766,12.7364,84.7271,86.1750,81.1678,84.8231,12.7342
771.000,7.00,-8.549,-8.466,12.6725,84.7435,86.1896,81.1824,84.7895,12.6857
772.000,3.50,-4.287,-4.267,12.6258,84.7534,86.1984,81.1911,84.7537,12.6360
773.000,0.00,0.000,0.219,12.5628,84.7567,86.2011,77.6931,84.3950,12.5691
774.000,0.00,0.000,0.200,12.5874,84.7567,86.2011,76.1341,84.7772,12.5867
775.000,0.00,0.000,0.128,12.5868,84.7567,86.2011,75.8028,84.6099,12.5864
776.000,0.00,0.000,0.251,12.5930,84.7567,86.2011,76.0921,84.5892,12.5882
777.000,0.00,0.000,0.038,12.5901,84.7567,86.2011,76.4526,84.6120,12.5958
778.000,0.00,0.000,0.013,12.6189,84.7567,86.2011,76.6209,84.5882,12.5993
779.000,0.00,0.000,-0.001,12.6023,84.7567,86.2011,77.2857,84.7173,12.6074
780.000,0.00,0.000,0.049,12.6102,84.7567,86.2011,77.7494,84.8072,12.6132
781.000,0.00,0.000,0.185,12.6044,84.7567,86.2011,77.6342,84.5961,12.6076
782.000,0.00,0.000,0.141,12.6236,84.7567,86.2011,78.0973,84.6995,12.6148
783.000,0.00,0.000,-0.009,12.6085,84.7567,86.2011,78.2756,84.6725,12.6190
784.000,0.00,0.000,0.196,12.6267,84.7567,86.2011,78.7854,84.8275,12.6245
785.000,0.00,0.000,0.134,12.6179,84.7567,86.2011,78.6803,84.6223,12.6212
786.000,0.00,0.000,0.241,12.6186,84.7567,86.2011,78.9498,84.6569,12.6236
787.000,0.00,0.000,0.251,12.6273,84.7567,86.2011,79.2565,84.7155,12.6280
788.000,0.00,0.000,0.126,12.6295,84.7567,86.2011,79.4273,84.6745,12.6308
789.000,0.00,0.000,0.103,12.6225,84.7567,86.2011,79.4239,84.5974,12.6309
790.000,0.00,0.000,0.123,12.6409,84.7567,86.2011,80.0208,84.8223,12.6406
791.000,0.00,0.000,0.173,12.6207,84.7567,86.2011,79.9285,84.6382,12.6359
792.000,3.75,13.001,13.025,12.4428,84.7466,86.1919,79.8067,84.4958,12.4566
793.000,7.50,26.063,26.228,12.2569,84.7164,86.1646,79.7794,84.2335,12.2621
794.000,11.25,39.249,39.293,12.0546,84.6660,86.1190,79.7339,84.2135,12.0714
795.000,15.00,7.089,7.293,12.4964,84.5957,86.0558,79.6706,84.2620,12.4857
796.000,15.00,7.089,7.310,12.4855,84.5850,86.0459,79.6608,84.4210,12.4913
797.000,15.00,7.089,7.329,12.4750,84.5743,86.0361,79.6510,84.4533,12.4926
798.000,15.00,7.089,7.202,12.4952,84.5635,86.0263,79.6411,84.3323,12.4906
799.000,15.00,7.089,7.130,12.4778,84.5528,86.0165,79.6313,84.3045,12.4910
800.000,15.00,7.089,7.091,12.4817,84.5421,86.0067,79.6215,84.4952,12.4983
801.000,15.00,7.089,7.188,12.4779,84.5314,85.9968,79.6117,84.3108,12.4911
802.000,15.00,7.089,7.078,12.4942,84.5206,85.9871,79.6019,84.3113,12.4931
803.000,15.00,-14.961,-14.833,12.7838,84.5101,85.9774,79.5922,84.4509,12.7940
804.000,12.00,-12.065,-12.065,12.7680,84.5309,85.9960,79.6108,84.4445,12.7670
805.000,9.00,-9.105,-8.843,12.7243,84.5472,86.0105,79.6253,84.6944,12.7406
806.000,6.00,-6.097,-6.017,12.7187,84.5590,86.0209,79.6357,84.5457,12.7042
807.000,3.00,-3.057,-2.895,12.6790,84.5660,86.0271,79.6419,84.6273,12.6699
808.000,0.00,0.000,0.098,12.6200,84.5684,86.0290,79.8020,84.5175,12.6291
809.000,0.00,0.000,0.203,12.6314,84.5684,86.0290,79.8920,84.6850,12.6357
810.000,0.00,0.000,0.044,12.6154,84.5684,86.0290,79.8505,84.6235,12.6380
811.000,0.00,0.000,-0.012,12.6375,84.5684,86.0290,79.9368,84.5929,12.6400
812.000,0.00,0.000,0.030,12.6299,84.5684,86.0290,79.7098,84.4182,12.6357
813.000,0.00,0.000,0.139,12.6569,84.5684,86.0290,79.9834,84.4933,12.6390
814.000,0.00,0.000,-0.010,12.6599,84.5684,86.0290,80.4608,84.6381,12.6479
815.000,0.00,0.000,0.202,12.6419,84.5684,86.0290,80.5940,84.6232,12.6465
816.000,0.00,0.000,-0.021,12.6531,84.5684,86.0290,81.0009,84.7131,12.6544
817.000,0.00,0.000,0.143,12.6556,84.5684,86.0290,81.1829,84.7124,12.6537
818.000,0.00,0.000,0.176,12.6685,84.5684,86.0290,81.3114,84.7782,12.6572
819.000,0.00,0.000,0.051,12.6728,84.5684,86.0290,80.9944,84.5014,12.6511
820.000,0.00,0.000,-0.021,12.6364,84.5684,86.0290,81.1278,84.5097,12.6539
821.000,0.00,0.000,0.136,12.6593,84.5684,86.0290,81.4910,84.6316,12.6574
822.000,0.00,0.000,0.110,12.6782,84.5684,86.0290,81.9469,84.7999,12.6649
823.000,0.00,0.000,0.131,12.6521,84.5684,86.0290,81.6818,84.6029,12.6592
824.000,0.00,0.000,0.212,12.6667,84.5684,86.0290,82.0357,84.7327,12.6638
825.000,0.00,0.000,0.188,12.6797,84.5684,86.0290,81.9367,84.6480,12.6625
826.000,0.00,0.000,0.051,12.6658,84.5684,86.0290,82.0327,84.6572,12.6658
827.000,0.00,0.000,-0.014,12.6816,84.5684,86.0290,82.0843,84.6302,12.6670
828.000,0.00,0.000,0.113,12.6507,84.5684,86.0290,82.0414,84.5574,12.6639
829.000,0.00,0.000,0.221,12.6687,84.5684,86.0290,82.3014,84.6242,12.6658
830.000,2.50,6.134,6.241,12.5818,84.5636,86.0246,82.1830,84.5443,12.5814
831.000,5.00,12.286,12.500,12.5071,84.5494,86.0116,82.1700,84.6159,12.4958
832.000,7.50,18.475,18.639,12.4057,84.5256,85.9900,82.1485,84.5996,12.4059
833.000,10.00,24.718,24.723,12.3110,84.4923,85.9598,82.1183,84.4880,12.3106
834.000,12.50,31.035,31.272,12.1930,84.4492,85.9210,82.0794,84.2495,12.2021
835.000,15.00,41.490,41.548,12.0480,84.3964,85.8732,82.0316,84.1089,12.0442
836.000,17.83,49.649,49.749,11.9213,84.3260,85.8097,81.9681,84.1715,11.9159
837.000,20.67,50.000,50.061,11.8639,84.2486,85.7403,81.8988,83.8111,11.8787
838.000,23.50,50.000,50.249,11.8638,84.1711,85.6710,81.8294,83.8620,11.8579
839.000,26.33,50.000,50.118,11.8262,84.0936,85.6016,81.7601,83.6192,11.8324
840.000,29.17,50.000,50.103,11.8282,84.0161,85.5322,81.6906,83.7231,11.8179
841.000,32.00,20.100,20.260,12.1902,83.9388,85.4630,81.6215,83.5807,12.1984
842.000,32.00,20.100,20.202,12.1917,83.9079,85.4348,81.5932,83.6879,12.2009
843.000,32.00,20.100,20.337,12.1947,83.8769,85.4065,81.5650,83.7678,12.1999
844.000,32.00,20.100,20.307,12.1941,83.8459,85.3783,81.5368,83.6336,12.1940
845.000,32.00,20.100,20.323,12.1966,83.8149,85.3500,81.5085,83.4147,12.1849
846.000,32.00,20.100,20.303,12.2060,83.7839,85.3217,81.4801,83.7470,12.1948
847.000,32.00,20.100,20.212,12.1679,83.7529,85.2935,81.4519,83.4637,12.1849
848.000,32.00,20.100,20.095,12.1951,83.7219,85.2652,81.4236,83.3734,12.1822
849.000,32.00,20.100,20.121,12.1921,83.6909,85.2369,81.3953,83.5231,12.1856
850.000,32.00,20.100,20.312,12.1604,83.6599,85.2086,81.3670,83.3322,12.1754
851.000,32.00,20.100,20.288,12.1835,83.6289,85.1804,81.3388,83.3186,12.1741
852.000,32.00,20.100,20.201,12.1720,83.5979,85.1521,81.3105,83.3380,12.1749
853.000,32.00,20.100,20.174,12.1681,83.5669,85.1239,81.2823,83.3355,12.1741
854.000,32.00,20.100,20.336,12.1713,83.5359,85.0957,81.2541,83.2698,12.1688
855.000,32.00,20.100,20.261,12.1629,83.5049,85.0674,81.2258,83.1266,12.1642
856.000,32.00,20.100,20.208,12.1711,83.4739,85.0391,81.1976,83.2089,12.1669
857.000,32.00,20.100,20.254,12.1762,83.4429,85.0108,81.1693,83.1534,12.1637
858.000,32.00,20.100,20.334,12.1753,83.4119,84.9826,81.1410,83.2025,12.1636
859.000,32.00,20.100,20.278,12.1676,83.3809,84.9543,81.1128,83.1850,12.1630
860.000,32.00,20.100,20.150,12.1790,83.3500,84.9261,81.0845,83.0953,12.1611
861.000,32.00,20.100,20.282,12.1678,83.3190,84.8978,81.0563,83.1063,12.1592
862.000,32.00,20.100,20.115,12.1688,83.2880,84.8696,81.0280,83.1390,12.1621
863.000,32.00,20.100,20.335,12.1589,83.2570,84.8414,80.9998,83.0248,12.1549
864.000,32.00,20.100,20.209,12.1622,83.2260,84.8131,80.9716,83.0821,12.1580
865.000,32.00,-28.178,-27.950,12.8191,83.1954,84.7852,80.9437,82.9129,12.8022
866.000,29.09,-26.129,-25.993,12.8313,83.2372,84.8228,80.9812,83.4702,12.8177
867.000,26.18,-23.934,-23.759,12.8157,83.2759,84.8573,81.0157,83.3827,12.8056
868.000,23.27,-21.607,-21.587,12.7942,83.3110,84.8888,81.0472,83.5216,12.7999
869.000,20.36,-19.163,-18.950,12.7609,83.3425,84.9169,81.0753,83.2896,12.7735
870.000,17.45,-16.616,-16.509,12.7463,83.3701,84.9416,81.1000,83.3154,12.7567
871.000,14.55,-13.981,-13.983,12.7235,83.3937,84.9626,81.1211,83.3750,12.7378
872.000,11.64,-11.273,-11.007,12.7121,83.4132,84.9800,81.1384,83.5036,12.7133
873.000,8.73,-8.506,-8.297,12.6838,83.4284,84.9936,81.1520,83.4857,12.6857
874.000,5.82,-5.695,-5.510,12.6673,83.4394,85.0033,81.1617,83.6127,12.6600
875.000,2.91,-2.855,-2.708,12.6132,83.4460,85.0090,81.1674,83.4073,12.6214
876.000,0.00,0.000,-0.021,12.5792,83.4481,85.0108,77.9193,83.3493,12.5876
877.000,0.00,0.000,0.136,12.5949,83.4481,85.0108,76.3853,83.4069,12.5910
878.000,0.00,0.000,0.180,12.6081,83.4481,85.0108,76.7224,83.5621,12.5990
879.000,0.00,0.000,0.019,12.5869,83.4481,85.0108,76.6251,83.3243,12.5964
880.000,0.00,0.000,0.244,12.5865,83.4481,85.0108,77.3712,83.5913,12.6054
881.000,0.00,0.000,0.065,12.6141,83.4481,85.0108,77.1463,83.3854,12.6039
882.000,0.00,0.000,0.049,12.6136,83.4481,85.0108,77.7023,83.5327,12.6119
883.000,0.00,0.000,0.060,12.6110,83.4481,85.0108,77.7882,83.4586,12.6120
884.000,0.00,0.000,0.194,12.6194,83.4481,85.0108,78.2281,83.5631,12.6163
885.000,0.00,0.000,0.216,12.6236,83.4481,85.0108,78.1696,83.4932,12.6162
886.000,0.00,0.000,0.201,12.6056,83.4481,85.0108,78.4319,83.4660,12.6178
887.000,0.00,0.000,0.266,12.6090,83.4481,85.0108,78.5572,83.4472,12.6186
888.000,0.00,0.000,0.012,12.6048,83.4481,85.0108,78.1979,83.1781,12.6153
889.000,0.00,0.000,0.062,12.6356,83.4481,85.0108,78.8626,83.4358,12.6255
890.000,0.00,0.000,-0.006,12.6411,83.4481,85.0108,79.0859,83.4630,12.6294
891.000,0.00,0.000,0.182,12.6429,83.4481,85.0108,79.6556,83.6608,12.6355
892.000,0.00,0.000,0.032,12.6496,83.4481,85.0108,79.5280,83.5271,12.6349
893.000,0.00,0.000,0.122,12.6418,83.4481,85.0108,79.3272,83.3692,12.6302
894.000,0.00,0.000,0.136,12.6369,83.4481,85.0108,79.7034,83.4827,12.6356
895.000,0.00,0.000,0.104,12.6344,83.4481,85.0108,80.1220,83.5711,12.6406
896.000,0.00,0.000,0.137,12.6407,83.4481,85.0108,80.2483,83.5897,12.6424
897.000,0.00,0.000,0.168,12.6541,83.4481,85.0108,79.9607,83.4047,12.6373
898.000,2.50,6.134,6.121,12.5637,83.4434,85.0064,79.7379,83.5884,12.5631
899.000,5.00,12.286,12.465,12.4694,83.4292,84.9934,79.7249,83.5286,12.4723
900.000,7.50,18.475,18.535,12.3753,83.4054,84.9718,79.7034,83.4154,12.3805
901.000,10.00,24.718,24.839,12.2972,83.3721,84.9416,79.6732,83.1686,12.2782
902.000,12.50,31.035,31.289,12.1683,83.3290,84.9027,79.6343,82.9693,12.1729
903.000,15.00,29.164,29.266,12.1773,83.2762,84.8551,79.5866,82.8246,12.1812
904.000,16.82,32.889,32.874,12.1420,83.2284,84.8118,79.5434,82.9280,12.1242
905.000,18.64,36.678,36.728,12.0484,83.1747,84.7633,79.4949,82.9264,12.0587
906.000,20.45,40.539,40.535,11.9876,83.1151,84.7095,79.4411,82.8005,11.9885
907.000,22.27,44.480,44.498,11.9321,83.0495,84.6503,79.3818,82.8402,11.9204
908.000,24.09,48.506,48.752,11.8419,82.9777,84.5855,79.3171,82.7111,11.8414
909.000,25.91,50.000,50.179,11.8051,82.9008,84.5164,79.2480,82.4393,11.7948
910.000,27.73,50.000,50.221,11.7780,82.8233,84.4471,79.1786,82.5007,11.7789
911.000,29.55,50.000,50.226,11.7708,82.7458,84.3777,79.1092,82.3599,11.7574
912.000,31.36,50.000,50.126,11.7411,82.6683,84.3082,79.0398,82.1388,11.7354
913.000,33.18,50.000,49.976,11.7184,82.5908,84.2388,78.9704,82.0868,11.7205
914.000,35.00,50.000,49.988,11.7093,82.5133,84.1695,78.9010,82.0658,11.7050
915.000,36.67,50.000,50.269,11.6823,82.4358,84.1001,78.8316,81.8165,11.6789
916.000,38.33,50.000,50.257,11.6728,82.3584,84.0307,78.7622,81.8161,11.6658
917.000,40.00,50.000,50.264,11.6481,82.2809,83.9613,78.6928,81.6881,11.6487
918.000,41.67,50.000,50.005,11.6527,82.2034,83.8919,78.6234,81.7958,11.6438
919.000,43.33,50.000,50.143,11.6327,82.1259,83.8225,78.5540,81.4971,11.6202
920.000,45.00,50.000,50.224,11.6215,82.0484,83.7531,78.4847,81.4148,11.6054
921.000,46.67,50.000,50.212,11.6043,81.9709,83.6837,78.4153,81.2932,11.5909
922.000,48.33,50.000,50.230,11.5832,81.8934,83.6143,78.3459,81.4066,11.5845
923.000,50.00,45.773,45.768,11.6204,81.8160,83.5450,78.2765,81.1660,11.6270
924.000,50.00,45.773,45.832,11.6332,81.7457,83.4813,78.2129,81.2217,11.6210
925.000,50.00,45.773,45.815,11.6001,81.6753,83.4176,78.1492,81.0696,11.6094
926.000,50.00,45.773,45.945,11.6012,81.6050,83.3539,78.0855,80.9895,11.5987
927.000,50.00,45.773,45.894,11.5784,81.5347,83.2902,78.0218,80.7354,11.5848
928.000,50.00,45.773,46.020,11.6005,81.4643,83.2266,77.9581,80.8971,11.5829
929.000,50.00,45.773,45.898,11.5685,81.3940,83.1629,77.8945,80.7425,11.5739
930.000,50.00,45.773,45.862,11.5601,81.3237,83.0992,77.8308,80.7086,11.5681
931.000,50.00,45.773,45.840,11.5750,81.2533,83.0355,77.7671,80.6676,11.5621
932.000,50.00,45.773,45.994,11.5600,81.1830,82.9718,77.7033,80.5182,11.5502
933.000,50.00,45.773,45.855,11.5536,81.1127,82.9081,77.6397,80.4217,11.5445
934.000,50.00,45.773,45.863,11.5515,81.0423,82.8444,77.5760,80.3861,11.5390
935.000,50.00,-15.357,-15.228,12.3730,80.9725,82.7812,77.5127,80.2474,12.3554
936.000,48.12,-15.660,-15.496,12.3977,80.9963,82.8026,77.5342,80.7380,12.4022
937.000,46.25,-15.862,-15.878,12.4425,81.0203,82.8241,77.5556,80.8038,12.4353
938.000,44.38,-15.968,-15.835,12.4611,81.0454,82.8457,77.5773,80.9049,12.4627
939.000,42.50,-15.980,-15.830,12.4889,81.0704,82.8677,77.5993,80.7601,12.4815
940.000,40.63,-15.904,-15.795,12.5081,81.0954,82.8895,77.6211,81.0140,12.5124
941.000,38.75,-15.743,-15.692,12.5132,81.1199,82.9110,77.6426,80.8639,12.5277
942.000,36.87,-15.500,-15.474,12.5354,81.1437,82.9325,77.6640,81.0461,12.5515
943.000,35.00,23.354,23.484,12.0174,81.1672,82.9536,77.6851,80.8266,12.0379
944.000,35.00,23.354,23.594,12.0244,81.1315,82.9213,77.6528,80.5996,12.0286
945.000,35.00,23.354,23.408,12.0162,81.0957,82.8890,77.6206,80.6935,12.0341
946.000,35.00,23.354,23.382,12.0217,81.0600,82.8567,77.5883,80.6766,12.0338
947.000,35.00,23.354,23.567,12.0320,81.0242,82.8245,77.5560,80.5557,12.0272
948.000,35.00,23.354,23.344,12.0251,80.9884,82.7922,77.5237,80.6046,12.0318
949.000,35.00,23.354,23.569,12.0307,80.9527,82.7598,77.4914,80.6168,12.0292
950.000,35.00,23.354,23.602,12.0358,80.9169,82.7275,77.4591,80.7186,12.0322
951.000,35.00,23.354,23.448,12.0092,80.8811,82.6952,77.4268,80.4391,12.0249
952.000,35.00,23.354,23.497,12.0067,80.8454,82.6629,77.3945,80.3288,12.0206
953.000,35.00,23.354,23.358,12.0360,80.8096,82.6307,77.3622,80.2840,12.0212
954.000,35.00,23.354,23.397,12.0017,80.7739,82.5984,77.3300,80.2908,12.0210
955.000,35.00,23.354,23.575,12.0105,80.7381,82.5661,77.2977,80.2152,12.0163
956.000,35.00,23.354,23.486,12.0359,80.7023,82.5339,77.2654,80.3345,12.0218
957.000,35.00,23.354,23.596,12.0236,80.6666,82.5016,77.2331,80.2746,12.0185
958.000,35.00,-38.659,-38.537,12.8898,80.6313,82.4697,77.2013,80.3264,12.8595
959.000,31.50,-35.521,-35.533,12.8419,80.6885,82.5210,77.2526,80.6148,12.8588
960.000,28.00,-32.153,-32.012,12.8283,80.7408,82.5679,77.2994,80.7708,12.8437
961.000,24.50,-28.581,-28.480,12.8126,80.7876,82.6099,77.3414,80.7254,12.8189
962.000,21.00,-24.830,-24.687,12.7754,80.8289,82.6468,77.3784,80.7859,12.7913
963.000,17.50,-20.926,-20.784,12.7795,80.8642,82.6784,77.4100,80.8375,12.7592
964.000,14.00,-16.894,-16.691,12.7145,80.8933,82.7045,77.4361,80.7328,12.7165
965.000,10.50,-12.760,-12.661,12.6817,80.9162,82.7249,77.4565,80.8861,12.6807
966.000,7.00,-8.549,-8.334,12.6199,80.9326,82.7395,77.4711,80.7633,12.6289
967.000,3.50,-4.287,-4.209,12.5695,80.9426,82.7483,77.4798,80.7755,12.5820
968.000,0.00,0.000,0.200,12.5380,80.9458,82.7511,74.4786,80.8742,12.5316
969.000,0.00,0.000,0.010,12.5450,80.9458,82.7511,72.1370,80.8499,12.5378
970.000,0.00,0.000,-0.003,12.5486,80.9458,82.7511,72.3373,80.9343,12.5451
971.000,0.00,0.000,0.244,12.5267,80.9458,82.7511,72.2261,80.7496,12.5397
972.000,0.00,0.000,0.167,12.5643,80.9458,82.7511,73.0500,81.0384,12.5545
973.000,0.00,0.000,0.053,12.5580,80.9458,82.7511,73.2578,80.9407,12.5565
974.000,0.00,0.000,0.195,12.5616,80.9458,82.7511,73.5497,80.9402,12.5581
975.000,0.00,0.000,0.033,12.5708,80.9458,82.7511,73.7885,80.9484,12.5642
976.000,0.00,0.000,-0.013,12.5483,80.9458,82.7511,74.0338,80.8750,12.5656
977.000,0.00,0.000,0.000,12.5686,80.9458,82.7511,74.3807,80.9246,12.5703
978.000,0.00,0.000,0.170,12.5633,80.9458,82.7511,74.3312,80.7538,12.5653
979.000,0.00,0.000,0.193,12.5860,80.9458,82.7511,75.0526,81.0400,12.5776
980.000,0.00,0.000,-0.006,12.5570,80.9458,82.7511,74.9783,80.8936,12.5782
981.000,0.00,0.000,0.072,12.5689,80.9458,82.7511,75.0012,80.7956,12.5766
982.000,0.00,0.000,0.030,12.5908,80.9458,82.7511,75.5273,80.9325,12.5844
983.000,0.00,0.000,0.119,12.5743,80.9458,82.7511,75.7800,80.9433,12.5860
984.000,0.00,0.000,0.071,12.5975,80.9458,82.7511,76.0401,80.9755,12.5901
985.000,0.00,0.000,0.038,12.5707,80.9458,82.7511,75.7536,80.7583,12.5855
986.000,0.00,0.000,0.032,12.5810,80.9458,82.7511,76.3574,80.9349,12.5938
987.000,3.75,13.001,13.258,12.4150,80.9358,82.7419,76.1285,81.0146,12.4168
988.000,7.50,26.063,26.314,12.2033,80.9056,82.7146,76.1012,80.5624,12.2177
989.000,11.25,39.249,39.370,12.0334,80.8551,82.6690,76.0556,80.4785,12.0250
990.000,15.00,7.089,7.074,12.4566,80.7849,82.6057,75.9923,80.6319,12.4467
991.000,15.00,7.089,7.091,12.4619,80.7742,82.5960,75.9826,80.8240,12.4533
992.000,15.00,7.089,7.206,12.4635,80.7634,82.5863,75.9729,80.6965,12.4479
993.000,15.00,7.089,7.181,12.4472,80.7527,82.5765,75.9631,80.6093,12.4457
994.000,15.00,7.089,7.237,12.4559,80.7420,82.5667,75.9533,80.7449,12.4498
995.000,15.00,7.089,7.191,12.4543,80.7313,82.5570,75.9436,80.6508,12.4476
996.000,15.00,7.089,7.092,12.4341,80.7205,82.5472,75.9338,80.4954,12.4440
997.000,15.00,7.089,7.259,12.4389,80.7098,82.5374,75.9240,80.6909,12.4487
998.000,15.00,-14.961,-14.932,12.7331,80.6992,82.5277,75.9143,80.4205,12.7396
999.000,12.00,-12.065,-11.813,12.7035,80.7201,82.5463,75.9329,80.7514,12.7192
1000.000,9.00,-9.105,-9.012,12.7087,80.7364,82.5608,75.9474,80.8540,12.6935
1001.000,6.00,-6.097,-5.969,12.6505,80.7481,82.5712,75.9578,80.7683,12.6563
1002.000,3.00,-3.057,-2.870,12.6075,80.7552,82.5774,75.9640,80.6223,12.6146
1003.000,0.00,0.000,-0.003,12.5804,80.7575,82.5793,76.3309,80.8569,12.5872
1004.000,0.00,0.000,0.120,12.5997,80.7575,82.5793,75.8959,80.8601,12.5881
1005.000,0.00,0.000,0.185,12.5836,80.7575,82.5793,75.9419,80.7817,12.5869
1006.000,0.00,0.000,0.129,12.6083,80.7575,82.5793,76.4337,80.9631,12.5960
1007.000,0.00,0.000,0.234,12.5719,80.7575,82.5793,76.2707,80.7326,12.5889
1008.000,0.00,0.000,0.267,12.5797,80.7575,82.5793,76.4647,80.7778,12.5920
