time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc
208.000,7.50,26.063,26.161,12.4170,96.5595,71.5136,92.0447,96.3472,12.4174
209.000,11.25,39.249,39.285,12.2318,96.5142,71.4680,91.9991,96.3354,12.2262
210.000,15.00,7.089,7.269,12.6592,96.4511,71.4047,91.9358,96.1801,12.6338
211.000,15.00,7.089,7.165,12.6544,96.4415,71.3949,91.9260,96.5753,12.6491
212.000,15.00,7.089,7.189,12.6585,96.4320,71.3851,91.9162,96.2716,12.6390
213.000,15.00,7.089,7.088,12.6637,96.4225,71.3753,91.9064,96.5622,12.6507
214.000,15.00,7.089,7.218,12.6596,96.4129,71.3655,91.8966,96.5273,12.6481
215.000,15.00,7.089,7.077,12.6573,96.4034,71.3557,91.8868,96.4005,12.6463
216.000,15.00,7.089,7.149,12.6352,96.3939,71.3459,91.8770,96.3054,12.6425
217.000,15.00,7.089,7.135,12.6435,96.3843,71.3360,91.8671,96.2926,12.6427
218.000,15.00,-14.961,-14.853,12.9329,96.3749,71.3264,91.8575,96.3545,12.9420
219.000,12.00,-12.065,-12.066,12.9371,96.3937,71.3450,91.8760,96.7411,12.9279
220.000,9.00,-9.105,-9.095,12.8810,96.4084,71.3595,91.8906,96.4162,12.8856
221.000,6.00,-6.097,-6.000,12.8731,96.4189,71.3699,91.9009,96.7058,12.8604
222.000,3.00,-3.057,-2.831,12.8185,96.4253,71.3761,91.9071,96.4643,12.8146
223.000,0.00,0.000,0.107,12.7645,96.4274,71.3780,91.8068,96.4463,12.7778
224.000,0.00,0.000,0.134,12.7682,96.4274,71.3780,91.2292,96.3731,12.7774
225.000,0.00,0.000,0.222,12.7943,96.4274,71.3780,91.8843,96.6794,12.7889
226.000,0.00,0.000,0.140,12.7856,96.4274,71.3780,91.5470,96.3759,12.7820
227.000,0.00,0.000,0.155,12.8068,96.4274,71.3780,92.3965,96.7581,12.7968
228.000,0.00,0.000,0.166,12.7896,96.4274,71.3780,92.1646,96.5475,12.7917
229.000,0.00,0.000,0.043,12.7977,96.4274,71.3780,92.5294,96.6507,12.7988
230.000,0.00,0.000,0.260,12.8117,96.4274,71.3780,92.4778,96.5752,12.7953
231.000,0.00,0.000,0.141,12.7943,96.4274,71.3780,92.3934,96.4529,12.7946
232.000,0.00,0.000,-0.011,12.7948,96.4274,71.3780,92.5170,96.4138,12.7971
233.000,0.00,0.000,0.230,12.8148,96.4274,71.3780,92.7714,96.5396,12.8000
234.000,0.00,0.000,0.244,12.7926,96.4274,71.3780,92.9792,96.5323,12.8012
235.000,0.00,0.000,0.210,12.7888,96.4274,71.3780,92.8544,96.4253,12.7997
236.000,0.00,0.000,0.237,12.8106,96.4274,71.3780,92.9987,96.4136,12.8005
237.000,0.00,0.000,0.104,12.7973,96.4274,71.3780,93.2298,96.4675,12.8056
238.000,0.00,0.000,0.201,12.8051,96.4274,71.3780,93.7683,96.6627,12.8122
239.000,0.00,0.000,0.058,12.7923,96.4274,71.3780,93.5640,96.4654,12.8088
240.000,0.00,0.000,0.192,12.8039,96.4274,71.3780,93.7646,96.5634,12.8116
241.000,0.00,0.000,0.037,12.7971,96.4274,71.3780,93.8404,96.5201,12.8134
242.000,0.00,0.000,0.088,12.8260,96.4274,71.3780,94.2416,96.6914,12.8197
243.000,0.00,0.000,0.131,12.8264,96.4274,71.3780,94.0814,96.5573,12.8157
244.000,0.00,0.000,0.188,12.8015,96.4274,71.3780,94.0757,96.5202,12.8147
245.000,2.50,6.134,6.383,12.7198,96.4231,71.3736,93.6781,96.5075,12.7302
246.000,5.00,12.286,12.300,12.6360,96.4103,71.3606,93.6651,96.4737,12.6457
247.000,7.50,18.475,18.599,12.5435,96.3889,71.3390,93.6436,96.3484,12.5501
248.000,10.00,24.718,24.827,12.4431,96.3589,71.3089,93.6134,96.3136,12.4556
249.000,12.50,31.035,31.246,12.3673,96.3202,71.2700,93.5745,96.2250,12.3540
250.000,15.00,41.490,41.727,12.1898,96.2726,71.2222,93.5267,95.8739,12.1861
251.000,17.83,49.649,49.835,12.0483,96.2093,71.1587,93.4632,95.9432,12.0595
252.000,20.67,50.000,49.987,12.0212,96.1401,71.0893,93.3938,95.7415,12.0298
253.000,23.50,50.000,50.144,12.0190,96.0710,71.0199,93.3244,95.7156,12.0068
254.000,26.33,50.000,50.267,11.9643,96.0018,70.9505,93.2550,95.6294,11.9832
255.000,29.17,50.000,50.009,11.9665,95.9327,70.8811,93.1856,95.5492,11.9657
256.000,32.00,20.100,20.107,12.3536,95.8638,70.8120,93.1165,95.5765,12.3529
257.000,32.00,20.100,20.219,12.3473,95.8364,70.7838,93.0883,95.5910,12.3499
258.000,32.00,20.100,20.160,12.3472,95.8089,70.7555,93.0600,95.7834,12.3553
259.000,32.00,20.100,20.140,12.3605,95.7815,70.7272,93.0317,95.5748,12.3468
260.000,32.00,20.100,20.302,12.3414,95.7541,70.6990,93.0035,95.4700,12.3395
261.000,32.00,20.100,20.157,12.3362,95.7267,70.6707,92.9752,95.5399,12.3423
262.000,32.00,20.100,20.127,12.3478,95.6993,70.6425,92.9470,95.4161,12.3371
263.000,32.00,20.100,20.077,12.3215,95.6718,70.6142,92.9187,95.5397,12.3406
264.000,32.00,20.100,20.254,12.3291,95.6444,70.5859,92.8905,95.3865,12.3317
265.000,32.00,20.100,20.128,12.3146,95.6170,70.5577,92.8622,95.3018,12.3293
266.000,32.00,20.100,20.224,12.3191,95.5896,70.5295,92.8340,95.1308,12.3212
267.000,32.00,20.100,20.363,12.3452,95.5622,70.5013,92.8058,95.4746,12.3299
268.000,32.00,20.100,20.299,12.3430,95.5348,70.4731,92.7776,95.5266,12.3314
269.000,32.00,20.100,20.354,12.3141,95.5073,70.4449,92.7494,95.1788,12.3179
270.000,32.00,20.100,20.261,12.3373,95.4799,70.4166,92.7211,95.4483,12.3274
271.000,32.00,20.100,20.096,12.3132,95.4525,70.3884,92.6929,95.1954,12.3202
272.000,32.00,20.100,20.318,12.3096,95.4251,70.3601,92.6647,95.2596,12.3186
273.000,32.00,20.100,20.306,12.3060,95.3977,70.3318,92.6364,95.0575,12.3113
274.000,32.00,20.100,20.196,12.2989,95.3702,70.3036,92.6081,95.1659,12.3158
275.000,32.00,20.100,20.321,12.3269,95.3428,70.2754,92.5799,95.1779,12.3138
276.000,32.00,20.100,20.346,12.2954,95.3154,70.2472,92.5517,94.9252,12.3044
277.000,32.00,20.100,20.204,12.3218,95.2880,70.2189,92.5234,94.9258,12.3058
278.000,32.00,20.100,20.137,12.3204,95.2606,70.1907,92.4952,94.8978,12.3054
279.000,32.00,20.100,20.135,12.3077,95.2332,70.1624,92.4669,94.8675,12.3041
280.000,32.00,-28.178,-28.013,12.9716,95.2061,70.1345,92.4390,95.0021,12.9584
281.000,29.09,-26.129,-26.111,12.9560,95.2438,70.1720,92.4765,95.2927,12.9656
282.000,26.18,-23.934,-23.691,12.9553,95.2786,70.2066,92.5112,95.2348,12.9520
283.000,23.27,-21.607,-21.426,12.9641,95.3102,70.2381,92.5426,95.6124,12.9532
284.000,20.36,-19.163,-19.154,12.9235,95.3385,70.2662,92.5708,95.3368,12.9303
285.000,17.45,-16.616,-16.444,12.9069,95.3634,70.2910,92.5955,95.3713,12.9100
286.000,14.55,-13.981,-13.759,12.9044,95.3846,70.3120,92.6166,95.4912,12.8909
287.000,11.64,-11.273,-11.214,12.8482,95.4022,70.3294,92.6339,95.3288,12.8624
288.000,8.73,-8.506,-8.244,12.8374,95.4159,70.3430,92.6475,95.4339,12.8353
289.000,5.82,-5.695,-5.661,12.8032,95.4258,70.3527,92.6572,95.2637,12.8024
290.000,2.91,-2.855,-2.623,12.7736,95.4317,70.3584,92.6629,95.4036,12.7723
291.000,0.00,0.000,0.111,12.7386,95.4336,70.3602,89.8337,95.4134,12.7401
292.000,0.00,0.000,0.057,12.7553,95.4336,70.3602,88.3545,95.4082,12.7442
293.000,0.00,0.000,0.126,12.7339,95.4336,70.3602,88.4877,95.3665,12.7452
294.000,0.00,0.000,0.083,12.7400,95.4336,70.3602,88.9334,95.4607,12.7521
295.000,0.00,0.000,0.036,12.7412,95.4336,70.3602,88.7520,95.2369,12.7483
