Time [s],xung,SysTick,Task_SOC.c,Task_Voltage.c,Task_CAN.c,Task_Temperature.c,Channel 6,Channel 7
0.057019792,0,0,0,0,0,0,1,1
0.058019292,1,0,0,0,0,0,1,1
0.058019792,0,0,0,0,0,0,1,1
0.058020458,0,1,0,0,0,0,1,1
0.058021000,0,0,0,0,0,0,1,1
0.058032583,0,0,1,0,0,0,1,1
0.058058542,0,0,0,0,0,0,1,1
0.058067792,0,0,0,1,0,0,1,1
0.059019292,1,0,0,1,0,0,1,1
0.059019833,0,0,0,1,0,0,1,1
0.060019333,1,0,0,1,0,0,1,1
0.060019833,0,0,0,1,0,0,1,1
0.060379292,0,0,0,0,0,0,1,1
0.061019333,1,0,0,0,0,0,1,1
0.061019833,0,0,0,0,0,0,1,1
0.062019333,1,0,0,0,0,0,1,1
0.062019833,0,0,0,0,0,0,1,1
0.063019333,1,0,0,0,0,0,1,1
0.063019833,0,0,0,0,0,0,1,1
0.063020500,0,1,0,0,0,0,1,1
0.063021042,0,0,0,0,0,0,1,1
0.063030792,0,0,1,0,0,0,1,1
0.063077208,0,0,0,0,0,0,1,1
0.064019333,1,0,0,0,0,0,1,1
0.064019875,0,0,0,0,0,0,1,1
0.065019375,1,0,0,0,0,0,1,1
0.065019875,0,0,0,0,0,0,1,1
0.066019375,1,0,0,0,0,0,1,1
0.066019875,0,0,0,0,0,0,1,1
0.067019375,1,0,0,0,0,0,1,1
0.067019875,0,0,0,0,0,0,1,1
0.068019375,1,0,0,0,0,0,1,1
0.068019917,0,0,0,0,0,0,1,1
0.068020583,0,1,0,0,0,0,1,1
0.068021083,0,0,0,0,0,0,1,1
0.068030750,0,0,1,0,0,0,1,1
0.068056708,0,0,0,0,0,0,1,1
0.069019375,1,0,0,0,0,0,1,1
0.069019917,0,0,0,0,0,0,1,1
0.070019417,1,0,0,0,0,0,1,1
0.070019917,0,0,0,0,0,0,1,1
0.071019417,1,0,0,0,0,0,1,1
0.071019917,0,0,0,0,0,0,1,1
0.072019417,1,0,0,0,0,0,1,1
0.072019917,0,0,0,0,0,0,1,1
0.073019417,1,0,0,0,0,0,1,1
0.073019958,0,0,0,0,0,0,1,1
0.073020625,0,1,0,0,0,0,1,1
0.073021125,0,0,0,0,0,0,1,1
0.073031125,0,0,1,0,0,0,1,1
0.073057083,0,0,0,0,0,0,1,1
0.074019417,1,0,0,0,0,0,1,1
0.074019958,0,0,0,0,0,0,1,1
