Time [s],xung,SysTick,Task_SOC.c,Task_Voltage.c,Task_CAN.c,Task_Temperature.c,Channel 6,Channel 7
14.941149458,0,0,0,0,0,0,1,1
14.942148958,1,0,0,0,0,0,1,1
14.942149500,0,0,0,0,0,0,1,1
14.943149000,1,0,0,0,0,0,1,1
14.943149500,0,0,0,0,0,0,1,1
14.943150167,0,1,0,0,0,0,1,1
14.943150667,0,0,0,0,0,0,1,1
14.943160667,0,0,1,0,0,0,1,1
14.943186625,0,0,0,0,0,0,1,1
14.944149000,1,0,0,0,0,0,1,1
14.944149500,0,0,0,0,0,0,1,1
14.945149000,1,0,0,0,0,0,1,1
14.945149500,0,0,0,0,0,0,1,1
14.946149000,1,0,0,0,0,0,1,1
14.946149500,0,0,0,0,0,0,1,1
14.947149000,1,0,0,0,0,0,1,1
14.947149542,0,0,0,0,0,0,1,1
14.948149042,1,0,0,0,0,0,1,1
14.948149542,0,0,0,0,0,0,1,1
14.948150208,0,1,0,0,0,0,1,1
14.948150708,0,0,0,0,0,0,1,1
14.948160500,0,0,1,0,0,0,1,1
14.948186458,0,0,0,0,0,0,1,1
14.949149042,1,0,0,0,0,0,1,1
14.949149542,0,0,0,0,0,0,1,1
14.950149042,1,0,0,0,0,0,1,1
14.950149542,0,0,0,0,0,0,1,1
14.951149042,1,0,0,0,0,0,1,1
14.951149583,0,0,0,0,0,0,1,1
14.952149042,1,0,0,0,0,0,1,1
14.952149583,0,0,0,0,0,0,1,1
14.953149083,1,0,0,0,0,0,1,1
14.953149583,0,0,0,0,0,0,1,1
14.953150250,0,1,0,0,0,0,1,1
14.953150750,0,0,0,0,0,0,1,1
14.953160750,0,0,1,0,0,0,1,1
14.953186708,0,0,0,0,0,0,1,1
14.954149083,1,0,0,0,0,0,1,1
14.954149583,0,0,0,0,0,0,1,1
14.955149083,1,0,0,0,0,0,1,1
14.955149583,0,0,0,0,0,0,1,1
14.956149083,1,0,0,0,0,0,1,1
14.956149625,0,0,0,0,0,0,1,1
14.957149125,1,0,0,0,0,0,1,1
14.957149625,0,0,0,0,0,0,1,1
14.958149125,1,0,0,0,0,0,1,1
14.958149625,0,0,0,0,0,0,1,1
14.958150292,0,1,0,0,0,0,1,1
14.958150792,0,0,0,0,0,0,1,1
14.958162667,0,0,1,0,0,0,1,1
14.958188625,0,0,0,0,0,0,1,1
14.958197875,0,0,0,1,0,0,1,1
14.959149125,1,0,0,1,0,0,1,1
14.959149625,0,0,0,1,0,0,1,1
14.960149125,1,0,0,1,0,0,1,1
14.960149625,0,0,0,1,0,0,1,1
14.960509375,0,0,0,0,0,0,1,1
14.961149125,1,0,0,0,0,0,1,1
14.961149667,0,0,0,0,0,0,1,1
14.962149167,1,0,0,0,0,0,1,1
14.962149667,0,0,0,0,0,0,1,1
14.963149167,1,0,0,0,0,0,1,1
14.963149667,0,0,0,0,0,0,1,1
14.963150333,0,1,0,0,0,0,1,1
14.963150833,0,0,0,0,0,0,1,1
14.963160292,0,0,1,0,0,0,1,1
14.963206708,0,0,0,0,0,0,1,1
14.964149167,1,0,0,0,0,0,1,1
14.964149667,0,0,0,0,0,0,1,1
14.965149167,1,0,0,0,0,0,1,1
14.965149667,0,0,0,0,0,0,1,1
14.966149167,1,0,0,0,0,0,1,1
14.966149708,0,0,0,0,0,0,1,1
14.967149208,1,0,0,0,0,0,1,1
14.967149708,0,0,0,0,0,0,1,1
14.968149208,1,0,0,0,0,0,1,1
14.968149708,0,0,0,0,0,0,1,1
14.968150375,0,1,0,0,0,0,1,1
14.968150875,0,0,0,0,0,0,1,1
14.968160792,0,0,1,0,0,0,1,1
14.968186792,0,0,0,0,0,0,1,1
14.969149208,1,0,0,0,0,0,1,1
14.969149708,0,0,0,0,0,0,1,1
14.970149208,1,0,0,0,0,0,1,1
14.970149750,0,0,0,0,0,0,1,1
14.971149208,1,0,0,0,0,0,1,1
14.971149750,0,0,0,0,0,0,1,1
14.972149250,1,0,0,0,0,0,1,1
14.972149750,0,0,0,0,0,0,1,1
14.973149250,1,0,0,0,0,0,1,1
14.973149750,0,0,0,0,0,0,1,1
14.973150417,0,1,0,0,0,0,1,1
14.973150917,0,0,0,0,0,0,1,1
14.973160583,0,0,1,0,0,0,1,1
14.973186583,0,0,0,0,0,0,1,1
14.974149250,1,0,0,0,0,0,1,1
14.974149750,0,0,0,0,0,0,1,1
14.975149250,1,0,0,0,0,0,1,1
14.975149792,0,0,0,0,0,0,1,1
14.976149250,1,0,0,0,0,0,1,1
14.976149792,0,0,0,0,0,0,1,1
14.977149292,1,0,0,0,0,0,1,1
14.977149792,0,0,0,0,0,0,1,1
14.978149292,1,0,0,0,0,0,1,1
14.978149792,0,0,0,0,0,0,1,1
14.978150458,0,1,0,0,0,0,1,1
14.978151000,0,0,0,0,0,0,1,1
14.978160958,0,0,1,0,0,0,1,1
14.978186958,0,0,0,0,0,0,1,1
14.979149292,1,0,0,0,0,0,1,1
14.979149792,0,0,0,0,0,0,1,1
14.980149292,1,0,0,0,0,0,1,1
14.980149833,0,0,0,0,0,0,1,1
14.981149333,1,0,0,0,0,0,1,1
14.981149833,0,0,0,0,0,0,1,1
14.982149333,1,0,0,0,0,0,1,1
14.982149833,0,0,0,0,0,0,1,1
14.983149333,1,0,0,0,0,0,1,1
14.983149833,0,0,0,0,0,0,1,1
14.983150500,0,1,0,0,0,0,1,1
14.983151042,0,0,0,0,0,0,1,1
14.983160792,0,0,1,0,0,0,1,1
14.983186792,0,0,0,0,0,0,1,1
14.984149333,1,0,0,0,0,0,1,1
14.984149833,0,0,0,0,0,0,1,1
14.985149333,1,0,0,0,0,0,1,1
14.985149875,0,0,0,0,0,0,1,1
14.986149375,1,0,0,0,0,0,1,1
14.986149875,0,0,0,0,0,0,1,1
14.987149375,1,0,0,0,0,0,1,1
14.987149875,0,0,0,0,0,0,1,1
14.988149375,1,0,0,0,0,0,1,1
14.988149875,0,0,0,0,0,0,1,1
14.988150542,0,1,0,0,0,0,1,1
14.988151083,0,0,0,0,0,0,1,1
14.988160583,0,0,1,0,0,0,1,1
14.988186583,0,0,0,0,0,0,1,1
14.989149375,1,0,0,0,0,0,1,1
14.989149917,0,0,0,0,0,0,1,1
14.990149375,1,0,0,0,0,0,1,1
14.990149917,0,0,0,0,0,0,1,1
14.991149417,1,0,0,0,0,0,1,1
14.991149917,0,0,0,0,0,0,1,1
14.992149417,1,0,0,0,0,0,1,1
14.992149917,0,0,0,0,0,0,1,1
14.993149417,1,0,0,0,0,0,1,1
14.993149917,0,0,0,0,0,0,1,1
14.993150583,0,1,0,0,0,0,1,1
14.993151125,0,0,0,0,0,0,1,1
14.993161000,0,0,1,0,0,0,1,1
14.993187000,0,0,0,0,0,0,1,1
14.994149417,1,0,0,0,0,0,1,1
14.994149958,0,0,0,0,0,0,1,1
14.995149458,1,0,0,0,0,0,1,1
14.995149958,0,0,0,0,0,0,1,1
14.996149458,1,0,0,0,0,0,1,1
14.996149958,0,0,0,0,0,0,1,1
14.997149458,1,0,0,0,0,0,1,1
14.997149958,0,0,0,0,0,0,1,1
14.998149458,1,0,0,0,0,0,1,1
14.998149958,0,0,0,0,0,0,1,1
14.998150625,0,1,0,0,0,0,1,1
14.998151167,0,0,0,0,0,0,1,1
14.998160792,0,0,1,0,0,0,1,1
14.998186792,0,0,0,0,0,0,1,1
14.999149458,1,0,0,0,0,0,1,1
14.999150000,0,0,0,0,0,0,1,1
15.000149500,1,0,0,0,0,0,1,1
15.000150000,0,0,0,0,0,0,1,1
15.001149500,1,0,0,0,0,0,1,1
15.001150000,0,0,0,0,0,0,1,1
15.002149500,1,0,0,0,0,0,1,1
15.002150000,0,0,0,0,0,0,1,1
15.003149500,1,0,0,0,0,0,1,1
15.003150000,0,0,0,0,0,0,1,1
15.003150667,0,1,0,0,0,0,1,1
15.003151208,0,0,0,0,0,0,1,1
15.003161625,0,0,1,0,0,0,1,1
15.003187625,0,0,0,0,0,0,1,1
15.004149500,1,0,0,0,0,0,1,1
15.004150042,0,0,0,0,0,0,1,1
15.005149542,1,0,0,0,0,0,1,1
15.005150042,0,0,0,0,0,0,1,1
15.006149542,1,0,0,0,0,0,1,1
15.006150042,0,0,0,0,0,0,1,1
15.007149542,1,0,0,0,0,0,1,1
15.007150042,0,0,0,0,0,0,1,1
15.008149542,1,0,0,0,0,0,1,1
15.008150083,0,0,0,0,0,0,1,1
15.008150750,0,1,0,0,0,0,1,1
15.008151250,0,0,0,0,0,0,1,1
15.008162875,0,0,1,0,0,0,1,1
15.008188833,0,0,0,0,0,0,1,1
15.008198083,0,0,0,1,0,0,1,1
15.009149542,1,0,0,1,0,0,1,1
15.009150083,0,0,0,1,0,0,1,1
15.010149583,1,0,0,1,0,0,1,1
15.010150083,0,0,0,1,0,0,1,1
15.010509583,0,0,0,0,0,0,1,1
15.011149583,1,0,0,0,0,0,1,1
15.011150083,0,0,0,0,0,0,1,1
15.012149583,1,0,0,0,0,0,1,1
15.012150083,0,0,0,0,0,0,1,1
15.013149583,1,0,0,0,0,0,1,1
15.013150125,0,0,0,0,0,0,1,1
15.013150792,0,1,0,0,0,0,1,1
15.013151292,0,0,0,0,0,0,1,1
15.013161208,0,0,1,0,0,0,1,1
15.013207625,0,0,0,0,0,0,1,1
15.014149583,1,0,0,0,0,0,1,1
15.014150125,0,0,0,0,0,0,1,1
15.015149625,1,0,0,0,0,0,1,1
15.015150125,0,0,0,0,0,0,1,1
15.016149625,1,0,0,0,0,0,1,1
15.016150125,0,0,0,0,0,0,1,1
15.017149625,1,0,0,0,0,0,1,1
15.017150125,0,0,0,0,0,0,1,1
15.018149625,1,0,0,0,0,0,1,1
15.018150167,0,0,0,0,0,0,1,1
15.018150833,0,1,0,0,0,0,1,1
15.018151333,0,0,0,0,0,0,1,1
15.018161125,0,0,1,0,0,0,1,1
15.018187083,0,0,0,0,0,0,1,1
15.019149667,1,0,0,0,0,0,1,1
15.019150167,0,0,0,0,0,0,1,1
15.020149667,1,0,0,0,0,0,1,1
15.020150167,0,0,0,0,0,0,1,1
15.021149667,1,0,0,0,0,0,1,1
15.021150167,0,0,0,0,0,0,1,1
15.022149667,1,0,0,0,0,0,1,1
15.022150167,0,0,0,0,0,0,1,1
15.023149667,1,0,0,0,0,0,1,1
15.023150208,0,0,0,0,0,0,1,1
15.023150875,0,1,0,0,0,0,1,1
15.023151375,0,0,0,0,0,0,1,1
15.023160917,0,0,1,0,0,0,1,1
15.023186875,0,0,0,0,0,0,1,1
15.024149708,1,0,0,0,0,0,1,1
15.024150208,0,0,0,0,0,0,1,1
15.025149708,1,0,0,0,0,0,1,1
15.025150208,0,0,0,0,0,0,1,1
15.026149708,1,0,0,0,0,0,1,1
15.026150208,0,0,0,0,0,0,1,1
15.027149708,1,0,0,0,0,0,1,1
15.027150250,0,0,0,0,0,0,1,1
15.028149708,1,0,0,0,0,0,1,1
15.028150250,0,0,0,0,0,0,1,1
15.028150917,0,1,0,0,0,0,1,1
15.028151417,0,0,0,0,0,0,1,1
15.028161333,0,0,1,0,0,0,1,1
15.028187292,0,0,0,0,0,0,1,1
15.029149750,1,0,0,0,0,0,1,1
15.029150250,0,0,0,0,0,0,1,1
15.030149750,1,0,0,0,0,0,1,1
15.030150250,0,0,0,0,0,0,1,1
15.031149750,1,0,0,0,0,0,1,1
15.031150250,0,0,0,0,0,0,1,1
15.032149750,1,0,0,0,0,0,1,1
15.032150292,0,0,0,0,0,0,1,1
15.033149750,1,0,0,0,0,0,1,1
15.033150292,0,0,0,0,0,0,1,1
15.033150958,0,1,0,0,0,0,1,1
15.033151458,0,0,0,0,0,0,1,1
15.033161125,0,0,1,0,0,0,1,1
15.033187083,0,0,0,0,0,0,1,1
15.034149792,1,0,0,0,0,0,1,1
15.034150292,0,0,0,0,0,0,1,1
15.035149792,1,0,0,0,0,0,1,1
15.035150292,0,0,0,0,0,0,1,1
15.036149792,1,0,0,0,0,0,1,1
15.036150292,0,0,0,0,0,0,1,1
15.037149792,1,0,0,0,0,0,1,1
15.037150333,0,0,0,0,0,0,1,1
15.038149833,1,0,0,0,0,0,1,1
15.038150333,0,0,0,0,0,0,1,1
15.038151000,0,1,0,0,0,0,1,1
15.038151500,0,0,0,0,0,0,1,1
15.038161500,0,0,1,0,0,0,1,1
15.038187458,0,0,0,0,0,0,1,1
15.039149833,1,0,0,0,0,0,1,1
15.039150333,0,0,0,0,0,0,1,1
15.040149833,1,0,0,0,0,0,1,1
15.040150333,0,0,0,0,0,0,1,1
15.041149833,1,0,0,0,0,0,1,1
15.041150333,0,0,0,0,0,0,1,1
15.042149833,1,0,0,0,0,0,1,1
15.042150375,0,0,0,0,0,0,1,1
15.043149875,1,0,0,0,0,0,1,1
15.043150375,0,0,0,0,0,0,1,1
15.043151042,0,1,0,0,0,0,1,1
15.043151542,0,0,0,0,0,0,1,1
15.043161333,0,0,1,0,0,0,1,1
15.043187292,0,0,0,0,0,0,1,1
15.044149875,1,0,0,0,0,0,1,1
15.044150375,0,0,0,0,0,0,1,1
15.045149875,1,0,0,0,0,0,1,1
15.045150375,0,0,0,0,0,0,1,1
15.046149875,1,0,0,0,0,0,1,1
15.046150417,0,0,0,0,0,0,1,1
15.047149875,1,0,0,0,0,0,1,1
15.047150417,0,0,0,0,0,0,1,1
15.048149917,1,0,0,0,0,0,1,1
15.048150417,0,0,0,0,0,0,1,1
15.048151083,0,1,0,0,0,0,1,1
15.048151583,0,0,0,0,0,0,1,1
15.048161125,0,0,1,0,0,0,1,1
15.048187083,0,0,0,0,0,0,1,1
15.049149917,1,0,0,0,0,0,1,1
15.049150417,0,0,0,0,0,0,1,1
15.050149917,1,0,0,0,0,0,1,1
15.050150417,0,0,0,0,0,0,1,1
15.051149917,1,0,0,0,0,0,1,1
15.051150458,0,0,0,0,0,0,1,1
15.052149958,1,0,0,0,0,0,1,1
15.052150458,0,0,0,0,0,0,1,1
15.053149958,1,0,0,0,0,0,1,1
15.053150458,0,0,0,0,0,0,1,1
15.053151125,0,1,0,0,0,0,1,1
15.053151625,0,0,0,0,0,0,1,1
15.053162000,0,0,1,0,0,0,1,1
15.053187958,0,0,0,0,0,0,1,1
15.054149958,1,0,0,0,0,0,1,1
15.054150458,0,0,0,0,0,0,1,1
15.055149958,1,0,0,0,0,0,1,1
15.055150458,0,0,0,0,0,0,1,1
15.056149958,1,0,0,0,0,0,1,1
15.056150500,0,0,0,0,0,0,1,1
15.057150000,1,0,0,0,0,0,1,1
15.057150500,0,0,0,0,0,0,1,1
15.058150000,1,0,0,0,0,0,1,1
15.058150500,0,0,0,0,0,0,1,1
15.058151167,0,1,0,0,0,0,1,1
15.058151667,0,0,0,0,0,0,1,1
15.058163250,0,0,1,0,0,0,1,1
15.058189250,0,0,0,0,0,0,1,1
15.058198500,0,0,0,1,0,0,1,1
15.059150000,1,0,0,1,0,0,1,1
15.059150500,0,0,0,1,0,0,1,1
15.060150000,1,0,0,1,0,0,1,1
15.060150500,0,0,0,1,0,0,1,1
15.060509958,0,0,0,0,0,0,1,1
15.061150000,1,0,0,0,0,0,1,1
15.061150542,0,0,0,0,0,0,1,1
15.062150042,1,0,0,0,0,0,1,1
15.062150542,0,0,0,0,0,0,1,1
15.063150042,1,0,0,0,0,0,1,1
15.063150542,0,0,0,0,0,0,1,1
15.063151208,0,1,0,0,0,0,1,1
15.063151708,0,0,0,0,0,0,1,1
15.063161500,0,0,1,0,0,0,1,1
15.063207917,0,0,0,0,0,0,1,1
15.064150042,1,0,0,0,0,0,1,1
15.064150542,0,0,0,0,0,0,1,1
15.065150042,1,0,0,0,0,0,1,1
15.065150583,0,0,0,0,0,0,1,1
15.066150042,1,0,0,0,0,0,1,1
15.066150583,0,0,0,0,0,0,1,1
15.067150083,1,0,0,0,0,0,1,1
15.067150583,0,0,0,0,0,0,1,1
15.068150083,1,0,0,0,0,0,1,1
15.068150583,0,0,0,0,0,0,1,1
15.068151250,0,1,0,0,0,0,1,1
15.068151750,0,0,0,0,0,0,1,1
15.068161417,0,0,1,0,0,0,1,1
15.068187375,0,0,0,0,0,0,1,1
15.069150083,1,0,0,0,0,0,1,1
15.069150583,0,0,0,0,0,0,1,1
15.070150083,1,0,0,0,0,0,1,1
15.070150625,0,0,0,0,0,0,1,1
15.071150125,1,0,0,0,0,0,1,1
15.071150625,0,0,0,0,0,0,1,1
15.072150125,1,0,0,0,0,0,1,1
15.072150625,0,0,0,0,0,0,1,1
15.073150125,1,0,0,0,0,0,1,1
15.073150625,0,0,0,0,0,0,1,1
15.073151292,0,1,0,0,0,0,1,1
15.073151833,0,0,0,0,0,0,1,1
15.073161792,0,0,1,0,0,0,1,1
15.073187792,0,0,0,0,0,0,1,1
15.074150125,1,0,0,0,0,0,1,1
15.074150625,0,0,0,0,0,0,1,1
15.075150125,1,0,0,0,0,0,1,1
15.075150667,0,0,0,0,0,0,1,1
15.076150167,1,0,0,0,0,0,1,1
15.076150667,0,0,0,0,0,0,1,1
15.077150167,1,0,0,0,0,0,1,1
15.077150667,0,0,0,0,0,0,1,1
15.078150167,1,0,0,0,0,0,1,1
15.078150667,0,0,0,0,0,0,1,1
15.078151333,0,1,0,0,0,0,1,1
15.078151875,0,0,0,0,0,0,1,1
15.078161625,0,0,1,0,0,0,1,1
15.078187625,0,0,0,0,0,0,1,1
15.079150167,1,0,0,0,0,0,1,1
15.079150667,0,0,0,0,0,0,1,1
15.080150167,1,0,0,0,0,0,1,1
15.080150708,0,0,0,0,0,0,1,1
15.081150208,1,0,0,0,0,0,1,1
15.081150708,0,0,0,0,0,0,1,1
15.082150208,1,0,0,0,0,0,1,1
15.082150708,0,0,0,0,0,0,1,1
15.083150208,1,0,0,0,0,0,1,1
15.083150708,0,0,0,0,0,0,1,1
15.083151375,0,1,0,0,0,0,1,1
15.083151917,0,0,0,0,0,0,1,1
15.083161417,0,0,1,0,0,0,1,1
15.083187417,0,0,0,0,0,0,1,1
15.084150208,1,0,0,0,0,0,1,1
15.084150750,0,0,0,0,0,0,1,1
15.085150208,1,0,0,0,0,0,1,1
15.085150750,0,0,0,0,0,0,1,1
15.086150250,1,0,0,0,0,0,1,1
15.086150750,0,0,0,0,0,0,1,1
15.087150250,1,0,0,0,0,0,1,1
15.087150750,0,0,0,0,0,0,1,1
15.088150250,1,0,0,0,0,0,1,1
15.088150750,0,0,0,0,0,0,1,1
15.088151417,0,1,0,0,0,0,1,1
15.088151958,0,0,0,0,0,0,1,1
15.088161833,0,0,1,0,0,0,1,1
15.088187833,0,0,0,0,0,0,1,1
15.089150250,1,0,0,0,0,0,1,1
15.089150792,0,0,0,0,0,0,1,1
15.090150250,1,0,0,0,0,0,1,1
15.090150792,0,0,0,0,0,0,1,1
15.091150292,1,0,0,0,0,0,1,1
15.091150792,0,0,0,0,0,0,1,1
15.092150292,1,0,0,0,0,0,1,1
15.092150792,0,0,0,0,0,0,1,1
15.093150292,1,0,0,0,0,0,1,1
15.093150792,0,0,0,0,0,0,1,1
15.093151458,0,1,0,0,0,0,1,1
15.093152000,0,0,0,0,0,0,1,1
15.093161625,0,0,1,0,0,0,1,1
15.093187625,0,0,0,0,0,0,1,1
15.094150292,1,0,0,0,0,0,1,1
15.094150833,0,0,0,0,0,0,1,1
15.095150333,1,0,0,0,0,0,1,1
15.095150833,0,0,0,0,0,0,1,1
15.096150333,1,0,0,0,0,0,1,1
15.096150833,0,0,0,0,0,0,1,1
15.097150333,1,0,0,0,0,0,1,1
15.097150833,0,0,0,0,0,0,1,1
15.098150333,1,0,0,0,0,0,1,1
15.098150833,0,0,0,0,0,0,1,1
15.098151500,0,1,0,0,0,0,1,1
15.098152042,0,0,0,0,0,0,1,1
15.098162000,0,0,1,0,0,0,1,1
15.098188000,0,0,0,0,0,0,1,1
15.099150333,1,0,0,0,0,0,1,1
15.099150875,0,0,0,0,0,0,1,1
15.100150375,1,0,0,0,0,0,1,1
15.100150875,0,0,0,0,0,0,1,1
15.101150375,1,0,0,0,0,0,1,1
15.101150875,0,0,0,0,0,0,1,1
15.102150375,1,0,0,0,0,0,1,1
15.102150875,0,0,0,0,0,0,1,1
15.103150375,1,0,0,0,0,0,1,1
15.103150917,0,0,0,0,0,0,1,1
15.103151583,0,1,0,0,0,0,1,1
15.103152083,0,0,0,0,0,0,1,1
15.103162333,0,0,1,0,0,0,1,1
15.103188292,0,0,0,0,0,0,1,1
15.104150375,1,0,0,0,0,0,1,1
15.104150917,0,0,0,0,0,0,1,1
15.105150417,1,0,0,0,0,0,1,1
15.105150917,0,0,0,0,0,0,1,1
15.106150417,1,0,0,0,0,0,1,1
15.106150917,0,0,0,0,0,0,1,1
15.107150417,1,0,0,0,0,0,1,1
15.107150917,0,0,0,0,0,0,1,1
15.108150417,1,0,0,0,0,0,1,1
15.108150958,0,0,0,0,0,0,1,1
15.108151625,0,1,0,0,0,0,1,1
15.108152125,0,0,0,0,0,0,1,1
15.108164167,0,0,1,0,0,0,1,1
15.108190167,0,0,0,0,0,0,1,1
15.108200208,0,0,0,1,0,0,1,1
15.109150458,1,0,0,1,0,0,1,1
15.109150958,0,0,0,1,0,0,1,1
15.110150458,1,0,0,1,0,0,1,1
15.110150958,0,0,0,1,0,0,1,1
15.110510458,0,0,0,0,0,0,1,1
15.111150458,1,0,0,0,0,0,1,1
15.111150958,0,0,0,0,0,0,1,1
15.112150458,1,0,0,0,0,0,1,1
15.112150958,0,0,0,0,0,0,1,1
15.113150458,1,0,0,0,0,0,1,1
15.113151000,0,0,0,0,0,0,1,1
15.113151667,0,1,0,0,0,0,1,1
15.113152167,0,0,0,0,0,0,1,1
15.113162542,0,0,1,0,0,0,1,1
15.113208958,0,0,0,0,0,0,1,1
15.114150500,1,0,0,0,0,0,1,1
15.114151000,0,0,0,0,0,0,1,1
15.115150500,1,0,0,0,0,0,1,1
15.115151000,0,0,0,0,0,0,1,1
15.116150500,1,0,0,0,0,0,1,1
15.116151000,0,0,0,0,0,0,1,1
15.117150500,1,0,0,0,0,0,1,1
15.117151000,0,0,0,0,0,0,1,1
15.118150500,1,0,0,0,0,0,1,1
15.118151042,0,0,0,0,0,0,1,1
15.118151708,0,1,0,0,0,0,1,1
15.118152208,0,0,0,0,0,0,1,1
15.118163917,0,0,1,0,0,0,1,1
15.118189917,0,0,0,0,0,0,1,1
15.118200792,0,0,0,0,0,1,1,1
15.119150542,1,0,0,0,0,1,1,1
15.119151042,0,0,0,0,0,1,1,1
15.120150542,1,0,0,0,0,1,1,1
15.120151042,0,0,0,0,0,1,1,1
15.121150542,1,0,0,0,0,1,1,1
15.121151042,0,0,0,0,0,1,1,1
15.122150583,1,0,0,0,0,1,1,1
15.122151083,0,0,0,0,0,1,1,1
15.123150542,1,0,0,0,0,1,1,1
15.123151083,0,0,0,0,0,1,1,1
15.123151750,0,1,0,0,0,1,1,1
15.123152250,0,0,0,0,0,1,1,1
15.123171667,0,0,0,0,0,0,1,1
15.123179500,0,0,1,0,0,0,1,1
15.123205458,0,0,0,0,0,0,1,1
15.124150583,1,0,0,0,0,0,1,1
15.124151083,0,0,0,0,0,0,1,1
15.125150583,1,0,0,0,0,0,1,1
15.125151083,0,0,0,0,0,0,1,1
15.126150583,1,0,0,0,0,0,1,1
15.126151083,0,0,0,0,0,0,1,1
15.127150583,1,0,0,0,0,0,1,1
15.127151125,0,0,0,0,0,0,1,1
15.128150583,1,0,0,0,0,0,1,1
15.128151125,0,0,0,0,0,0,1,1
15.128151792,0,1,0,0,0,0,1,1
15.128152292,0,0,0,0,0,0,1,1
15.128161958,0,0,1,0,0,0,1,1
15.128187958,0,0,0,0,0,0,1,1
15.129150625,1,0,0,0,0,0,1,1
15.129151125,0,0,0,0,0,0,1,1
15.130150625,1,0,0,0,0,0,1,1
15.130151125,0,0,0,0,0,0,1,1
15.131150625,1,0,0,0,0,0,1,1
15.131151125,0,0,0,0,0,0,1,1
15.132150625,1,0,0,0,0,0,1,1
15.132151167,0,0,0,0,0,0,1,1
15.133150667,1,0,0,0,0,0,1,1
15.133151167,0,0,0,0,0,0,1,1
15.133151833,0,1,0,0,0,0,1,1
15.133152333,0,0,0,0,0,0,1,1
15.133162333,0,0,1,0,0,0,1,1
15.133188333,0,0,0,0,0,0,1,1
15.134150667,1,0,0,0,0,0,1,1
15.134151167,0,0,0,0,0,0,1,1
15.135150667,1,0,0,0,0,0,1,1
15.135151167,0,0,0,0,0,0,1,1
15.136150667,1,0,0,0,0,0,1,1
15.136151167,0,0,0,0,0,0,1,1
15.137150667,1,0,0,0,0,0,1,1
15.137151208,0,0,0,0,0,0,1,1
15.138150708,1,0,0,0,0,0,1,1
15.138151208,0,0,0,0,0,0,1,1
15.138151875,0,1,0,0,0,0,1,1
15.138152375,0,0,0,0,0,0,1,1
15.138162125,0,0,1,0,0,0,1,1
15.138188125,0,0,0,0,0,0,1,1
15.139150708,1,0,0,0,0,0,1,1
15.139151208,0,0,0,0,0,0,1,1
15.140150708,1,0,0,0,0,0,1,1
15.140151208,0,0,0,0,0,0,1,1
15.141150708,1,0,0,0,0,0,1,1
15.141151250,0,0,0,0,0,0,1,1
15.142150708,1,0,0,0,0,0,1,1
15.142151250,0,0,0,0,0,0,1,1
15.143150750,1,0,0,0,0,0,1,1
15.143151250,0,0,0,0,0,0,1,1
15.143151917,0,1,0,0,0,0,1,1
15.143152417,0,0,0,0,0,0,1,1
15.143161958,0,0,1,0,0,0,1,1
15.143187917,0,0,0,0,0,0,1,1
15.144150750,1,0,0,0,0,0,1,1
15.144151250,0,0,0,0,0,0,1,1
15.145150750,1,0,0,0,0,0,1,1
15.145151250,0,0,0,0,0,0,1,1
15.146150750,1,0,0,0,0,0,1,1
15.146151292,0,0,0,0,0,0,1,1
15.147150792,1,0,0,0,0,0,1,1
15.147151292,0,0,0,0,0,0,1,1
15.148150792,1,0,0,0,0,0,1,1
15.148151292,0,0,0,0,0,0,1,1
15.148151958,0,1,0,0,0,0,1,1
15.148152458,0,0,0,0,0,0,1,1
15.148162375,0,0,1,0,0,0,1,1
15.148188333,0,0,0,0,0,0,1,1
15.149150792,1,0,0,0,0,0,1,1
15.149151292,0,0,0,0,0,0,1,1
15.150150792,1,0,0,0,0,0,1,1
15.150151292,0,0,0,0,0,0,1,1
15.151150792,1,0,0,0,0,0,1,1
15.151151333,0,0,0,0,0,0,1,1
15.152150833,1,0,0,0,0,0,1,1
15.152151333,0,0,0,0,0,0,1,1
15.153150833,1,0,0,0,0,0,1,1
15.153151333,0,0,0,0,0,0,1,1
15.153152000,0,1,0,0,0,0,1,1
15.153152500,0,0,0,0,0,0,1,1
15.153162625,0,0,1,0,0,0,1,1
15.153188583,0,0,0,0,0,0,1,1
15.154150833,1,0,0,0,0,0,1,1
15.154151333,0,0,0,0,0,0,1,1
15.155150833,1,0,0,0,0,0,1,1
15.155151333,0,0,0,0,0,0,1,1
15.156150833,1,0,0,0,0,0,1,1
15.156151375,0,0,0,0,0,0,1,1
15.157150875,1,0,0,0,0,0,1,1
15.157151375,0,0,0,0,0,0,1,1
15.158150875,1,0,0,0,0,0,1,1
15.158151375,0,0,0,0,0,0,1,1
15.158152042,0,1,0,0,0,0,1,1
15.158152542,0,0,0,0,0,0,1,1
15.158164542,0,0,1,0,0,0,1,1
15.158190500,0,0,0,0,0,0,1,1
15.158199750,0,0,0,1,0,0,1,1
15.159150875,1,0,0,1,0,0,1,1
15.159151375,0,0,0,1,0,0,1,1
15.160150875,1,0,0,1,0,0,1,1
15.160151417,0,0,0,1,0,0,1,1
15.160510625,0,0,0,0,0,0,1,1
15.161150875,1,0,0,0,0,0,1,1
15.161151417,0,0,0,0,0,0,1,1
15.162150917,1,0,0,0,0,0,1,1
15.162151417,0,0,0,0,0,0,1,1
15.163150917,1,0,0,0,0,0,1,1
15.163151417,0,0,0,0,0,0,1,1
